relative_time,AccX,AccY,AccZ
8218,-3.761366605758667,-9.93134880065918,-1.5706279277801514
8262,-3.7254528999328613,-9.864309310913086,-1.4988003969192505
8299,-3.7182700634002686,-9.074207305908203,-1.4533096551895142
8339,-4.807653903961182,-9.064630508422852,-1.4078189134597778
8379,-5.8204216957092285,-9.136457443237305,-0.646447479724884
8419,-5.851546764373779,-9.885857582092285,1.254586935043335
8459,-5.89224910736084,,
8460,,-9.93374252319336,4.0798020362854
8500,-2.2793259620666504,-12.143635749816895,4.094167232513428
8540,-0.7877082228660583,-14.427749633789062,1.527531385421753
8581,-3.347161293029785,-14.370287895202637,0.4740614891052246
8621,-3.3711037635803223,-11.952095031738281,0.43096497654914856
8661,-2.456500291824341,-9.91219425201416,0.4285707175731659
8701,-2.375095844268799,,
8702,,-7.663993835449219,0.44054198265075684
8745,-1.6352726221084595,-5.4924092292785645,0.40702247619628906
8782,-0.8930552005767822,-3.656019687652588,0.4022339880466461
8822,-1.7238599061965942,-3.6416540145874023,
8823,,,0.4333592355251312
8862,-4.312044143676758,-5.913797378540039,0.5075809955596924
8902,-4.369505882263184,,
8903,,-6.806852340698242,1.510771632194519
8943,-3.521941661834717,,
8944,,-6.866708755493164,1.565839409828186
8983,-3.4740564823150635,,
8985,,-9.60094165802002,3.7254528999328613
9023,-3.4812393188476562,-12.30644416809082,2.832397699356079
9064,-4.364717483520508,-12.265742301940918,1.0103734731674194
9104,-5.595362186431885,-13.498781204223633,1.0103734731674194
9144,-4.771739959716797,,
9145,,-13.431741714477539,0.9409402012825012
9185,-3.574615001678467,-12.189126014709473,0.8691127300262451
9229,-3.5339128971099854,-10.989606857299805,0.830804705619812
9265,-3.538701295852661,-9.54587459564209,0.7733427286148071
9305,-3.6057403087615967,-8.310441017150879,
9306,,,0.742217481136322
9346,-4.4820356369018555,-8.226642608642578,0.7494001984596252
9386,-4.470064640045166,-8.190729141235352,0.7924967408180237
9427,-4.42457389831543,-7.307250499725342,0.8236219882965088
9467,-4.470064640045166,-7.338376045227051,0.8403817415237427
9507,-5.264955520629883,-8.114112854003906,1.606541633605957
9548,-5.212282180786133,-8.18354606628418,2.403826951980591
9588,-5.164397239685059,-10.790884017944336,2.4469234943389893
9629,-5.130877494812012,-12.009557723999023,2.3559420108795166
9668,-5.114117622375488,-12.924160957336426,1.3383857011795044
9713,-5.037501811981201,-12.914584159851074,2.1452479362487793
9748,-3.9169929027557373,-10.637652397155762,2.147642135620117
9789,-3.160409927368164,,
9790,,-9.675164222717285,2.1093342304229736
9829,-3.0885822772979736,-8.279315948486328,2.0782089233398438
9869,-3.0095720291137695,-7.031911849975586,2.0518722534179688
9911,-2.997600793838501,-6.292088508605957,
9912,,,2.018352746963501
9950,-3.026331901550293,-6.313636779785156,1.9584964513778687
9991,-3.0335144996643066,-6.375887393951416,1.9417366981506348
10030,-3.079005479812622,-7.249788761138916,2.69592547416687
10071,-3.0957651138305664,-8.094959259033203,3.651231050491333
10111,-3.1221017837524414,-9.694317817687988,3.5913748741149902
10151,-3.1771695613861084,,
10152,,-11.056646347045898,2.3918557167053223
10192,-3.241814374923706,-11.092559814453125,0.8810839653015137
10232,-4.14444637298584,-13.082180976867676,0.8954494595527649
10272,-4.187542915344238,-13.063027381896973,0.8260161876678467
10313,-4.096561431884766,-12.248982429504395,-0.06943324953317642
10353,-3.2513914108276367,-11.461274147033691,-0.03591374680399895
10396,-3.275333881378174,-10.407804489135742,-0.004788499791175127
10433,-3.294487953186035,-9.237015724182129,0.011971249245107174
10473,-3.32082462310791,-9.174765586853027,0.021548248827457428
10514,-4.077407360076904,-9.131669044494629,0.09816424548625946
10554,-3.9960031509399414,,
10555,,-8.087776184082031,0.9576999545097351
10596,-3.155621290206909,-7.218663215637207,0.9696711897850037
10634,-4.285707473754883,,
10635,,-8.07819938659668,1.0175561904907227
10679,-4.249793529510498,,
10680,,-8.044679641723633,1.0486814975738525
10715,-4.297678470611572,-8.11171817779541,2.3032684326171875
10755,-5.44452428817749,,
10756,,-10.68074893951416,2.3822786808013916
10796,-5.425370216369629,-11.729430198669434,2.317633867263794
10836,-4.6185078620910645,-12.440522193908691,1.3695108890533447
10877,-3.785309076309204,-12.383060455322266,1.364722490310669
10917,-3.708693027496338,,
10918,,-11.545072555541992,1.391059160232544
10957,-2.9066193103790283,,
10960,,-10.324005126953125,1.3982419967651367
10998,-2.856340169906616,-9.069418907165527,1.3982419967651367
11038,-2.7988781929016113,-7.90102481842041,1.431761384010315
11078,-2.8132436275482178,-6.967267036437988,1.4245786666870117
11118,-2.8156378269195557,-6.960084438323975,1.4126074314117432
11159,-2.777329921722412,-7.731032848358154,2.3248167037963867
11198,-2.8180320262908936,,
11199,,-7.762158393859863,2.3870670795440674
11239,-3.5889806747436523,,
11240,,-7.795677661895752,2.3894612789154053
11280,-3.538701295852661,-7.8627166748046875,2.370307445526123
11320,-3.5506725311279297,-10.678354263305664,1.6352726221084595
11360,-3.5506725311279297,-10.764547348022461,1.6831576824188232
11400,-3.490816354751587,,
11401,,-11.523524284362793,0.8643242120742798
11440,-4.714278221130371,-12.696706771850586,0.8284104466438293
11481,-4.656816005706787,-12.634456634521484,0.7733427286148071
11521,-3.325613021850586,-11.561832427978516,-0.22505949437618256
11561,-3.375892400741577,-11.485217094421387,-0.22745373845100403
11602,-3.4165945053100586,-10.14204216003418,-0.22745373845100403
11645,-3.457296848297119,-9.021533966064453,-0.22745373845100403
11683,-3.519547462463379,-8.990407943725586,-0.1580204963684082
11723,-3.5578553676605225,-8.93055248260498,0.646447479724884
11763,-3.5363070964813232,-7.951303958892822,0.6560244560241699
11803,-3.593769073486328,-7.934544086456299,0.6727842092514038
11843,-4.5658345222473145,,
11844,,-7.989612102508545,1.6424554586410522
11884,-4.611325263977051,-8.047074317932129,2.5450875759124756
11924,-4.642450332641602,-10.06542682647705,2.590578317642212
11964,-4.656816005706787,-10.948904991149902,1.4988003969192505
12005,-4.692729949951172,-11.92096996307373,1.4269729852676392
12046,-4.6735758781433105,-11.901816368103027,1.4269729852676392
12085,-3.682356357574463,,
12086,,-10.817220687866211,1.484434962272644
12129,-3.62250018119812,-9.3926420211792,1.5514739751815796
12165,-3.569826602935791,-8.171574592590332,1.5921761989593506
12206,-2.7414162158966064,-7.036700248718262,1.6256957054138184
12246,-2.74859881401062,-6.9888153076171875,1.6568208932876587
12286,-2.827609062194824,-6.9936041831970215,1.6975231170654297
12329,-2.8994367122650146,-7.041489124298096,1.7669564485549927
12367,-3.727847099304199,-7.103739261627197,
12368,,,2.5810012817382812
12407,-3.6895391941070557,-7.132470607757568,2.559453248977661
12447,-2.885071039199829,,
12448,,-9.050264358520508,2.5450875759124756
12488,-2.964081287384033,-10.731027603149414,2.504385471343994
